flow_info: forward_iat_total, backward_iat_std, backward_iat_max, total_fhlen, total_bhlen, backward_iat_min, forward_iat_min, fpkts_per_second, flow_iat_min, forward_packet_length_mean, forward_iat_std, flow_iat_total, flow_syn, flow_fin, forward_iat_max, flow_iat_max, forward_packet_length_min, total_backward_packets, flow_iat_mean, flow_ece, flow_protocol, flow_iat_std, bpkts_per_second, backward_packet_length_mean, backward_iat_mean, total_length_of_forward_packets, flow_cwr, flow_packets_per_second, forward_iat_mean, flow_urg, total_length_of_backward_packets, flow_rst, total_forward_packets, forward_packet_length_max, flow_ack, forward_packet_length_std, backward_iat_total, backward_packet_length_max, flow_psh, backward_packet_length_std, backward_packet_length_min: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.1/6111-127.0.0.50/8043: 0.0013594627380371094, -1, -1, 0, 81, 99999, 0.00036787986755371094, 3.0, 0.00036787986755371094, 60.0, 0.0, 0.0013594627380371094, 0, 0, 0.0009915828704833984, 0.0009915828704833984, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 180, 0, 3.0, 0.0, 0, 0, 0, 3, 60, 0, 0.0, 0, -1, 0, -1, -1: 2167: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748801174482619: 0.4753633584557489: 0.17487826204532975: 0.17487826205065934
127.0.0.1/65-127.0.0.50/8011: 0.000698089599609375, -1, -1, 0, 81, 99999, 6.794929504394531e-05, 3.0, 6.794929504394531e-05, 77.0, 0.0, 0.000698089599609375, 0, 0, 0.0006301403045654297, 0.0006301403045654297, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2168: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488895598250956: 0.47535043578272473: 0.17488030411542338: 0.1748803041193423
127.0.0.1/9438-127.0.0.50/8011: 0.0006201267242431641, -1, -1, 0, 81, 99999, 5.269050598144531e-05, 3.0, 5.269050598144531e-05, 77.0, 0.0, 0.0006201267242431641, 0, 0, 0.0005674362182617188, 0.0005674362182617188, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2169: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488895598250948: 0.47535043578272457: 0.17488030411542332: 0.17488030411934266
127.0.0.1/67-127.0.0.50/8011: 0.0008084774017333984, -1, -1, 0, 81, 99999, 0.00013971328735351562, 3.0, 0.00013971328735351562, 77.0, 0.0, 0.0008084774017333984, 0, 0, 0.0006687641143798828, 0.0006687641143798828, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2170: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488895598250964: 0.47535043578272496: 0.17488030411542346: 0.1748803041193421
127.0.0.1/62-127.0.0.50/8011: 0.0007696151733398438, -1, -1, 0, 81, 99999, 8.7738037109375e-05, 3.0, 8.7738037109375e-05, 77.0, 0.0, 0.0007696151733398438, 0, 0, 0.0006818771362304688, 0.0006818771362304688, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2171: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488895598250964: 0.47535043578272496: 0.17488030411542346: 0.17488030411934202
127.0.0.1/64-127.0.0.50/8011: 0.0009942054748535156, -1, -1, 0, 81, 99999, 0.0002803802490234375, 3.0, 0.0002803802490234375, 77.0, 0.0, 0.0009942054748535156, 0, 0, 0.0007138252258300781, 0.0007138252258300781, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2172: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488892886998528: 0.47535047542290587: 0.1748802978515952: 0.17488029785551362
127.0.0.1/61-127.0.0.50/8011: 0.0010259151458740234, -1, -1, 0, 81, 99999, 0.0002646446228027344, 3.0, 0.0002646446228027344, 77.0, 0.0, 0.0010259151458740234, 0, 0, 0.0007612705230712891, 0.0007612705230712891, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2173: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488892886998533: 0.47535047542290604: 0.17488029785159528: 0.17488029785551337
127.0.0.1/63-127.0.0.50/8011: 0.0010581016540527344, -1, -1, 0, 81, 99999, 0.00029659271240234375, 3.0, 0.00029659271240234375, 77.0, 0.0, 0.0010581016540527344, 0, 0, 0.0007615089416503906, 0.0007615089416503906, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2174: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488892886998533: 0.47535047542290604: 0.17488029785159528: 0.17488029785551337
127.0.0.1/66-127.0.0.50/8011: 0.001058816909790039, -1, -1, 0, 81, 99999, 0.00034499168395996094, 3.0, 0.00034499168395996094, 77.0, 0.0, 0.001058816909790039, 0, 0, 0.0007138252258300781, 0.0007138252258300781, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2175: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488892886998528: 0.47535047542290587: 0.1748802978515952: 0.17488029785551365
127.0.0.1/9987-127.0.0.50/8011: 0.0011730194091796875, -1, -1, 0, 81, 99999, 0.00040984153747558594, 3.0, 0.00040984153747558594, 77.0, 0.0, 0.0011730194091796875, 0, 0, 0.0007631778717041016, 0.0007631778717041016, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2176: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748889559825097: 0.4753504357827252: 0.17488030411542355: 0.17488030411934166
127.0.0.1/2797-127.0.0.50/8011: 0.0010905265808105469, -1, -1, 0, 81, 99999, 0.00037741661071777344, 3.0, 0.00037741661071777344, 77.0, 0.0, 0.0010905265808105469, 0, 0, 0.0007131099700927734, 0.0007131099700927734, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 231, 0, 3.0, 0.0, 0, 0, 0, 3, 77, 0, 0.0, 0, -1, 0, -1, -1: 2177: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488895598250964: 0.47535043578272496: 0.17488030411542346: 0.17488030411934188
127.0.0.1/9020-127.0.0.2/9784: 0.02711176872253418, 0.0, 0.002235889434814453, 378, 486, 2.765655517578125e-05, 2.7894973754882812e-05, 18.0, 2.765655517578125e-05, 1152.0, 0.0, 0.04337263107299805, 0, 0, 0.0018792152404785156, 0.002235889434814453, 96, 14, 0.0, 0, 6, 0.0, 14.0, 66.0, 0.0, 20736, 0, 32.0, 0.0, 0, 924, 0, 18, 1454, 32, 469.39, 0.010467290878295898, 66, 6, 0.0, 66: 2178: 1674497280.7, 1674497281.7: 0: 0: 0: 0: 0: 0: 0.47536687636963654: 0.17487770611515985: 0.17487770611515985: 0.17487771140004385
127.0.0.1/6110-127.0.0.50/8043: 0.0017116069793701172, -1, -1, 0, 81, 99999, 0.0007734298706054688, 3.0, 0.0007734298706054688, 60.0, 0.0, 0.0017116069793701172, 0, 0, 0.0009381771087646484, 0.0009381771087646484, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 180, 0, 3.0, 0.0, 0, 0, 0, 3, 60, 0, 0.0, 0, -1, 0, -1, -1: 2179: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748801445598724: 0.47536331881572275: 0.17487826830953723: 0.17487826831486755
127.0.0.1/2743-127.0.0.50/8043: 0.0016486644744873047, -1, -1, 0, 81, 99999, 0.0007419586181640625, 3.0, 0.0007419586181640625, 60.0, 0.0, 0.0016486644744873047, 0, 0, 0.0009067058563232422, 0.0009067058563232422, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 180, 0, 3.0, 0.0, 0, 0, 0, 3, 60, 0, 0.0, 0, -1, 0, -1, -1: 2180: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488014455987236: 0.47536331881572264: 0.1748782683095372: 0.17487826831486777
127.0.0.1/5987-127.0.0.50/8043: 9.846687316894531e-05, -1, -1, 0, 54, 99999, 9.846687316894531e-05, 2.0, 9.846687316894531e-05, 60.0, 0.0, 9.846687316894531e-05, 0, 0, 9.846687316894531e-05, 9.846687316894531e-05, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2181: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488019878316471: 0.47536323953583987: 0.1748782808380115: 0.17487828084298404
127.0.0.1/5986-127.0.0.50/8043: 0.0007371902465820312, -1, -1, 0, 54, 99999, 0.0007371902465820312, 2.0, 0.0007371902465820312, 60.0, 0.0, 0.0007371902465820312, 0, 0, 0.0007371902465820312, 0.0007371902465820312, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2182: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488019878316566: 0.4753632395358425: 0.17487828083801243: 0.1748782808429795
127.0.0.1/2742-127.0.0.50/8043: 0.00011515617370605469, -1, -1, 0, 54, 99999, 0.00011515617370605469, 2.0, 0.00011515617370605469, 60.0, 0.0, 0.00011515617370605469, 0, 0, 0.00011515617370605469, 0.00011515617370605469, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2183: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488019878316471: 0.47536323953583987: 0.1748782808380115: 0.17487828084298387
127.0.0.1/5985-127.0.0.50/8043: 0.0008342266082763672, -1, -1, 0, 54, 99999, 0.0008342266082763672, 2.0, 0.0008342266082763672, 60.0, 0.0, 0.0008342266082763672, 0, 0, 0.0008342266082763672, 0.0008342266082763672, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2184: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488019878316582: 0.4753632395358429: 0.1748782808380126: 0.1748782808429788
127.0.0.1/6112-127.0.0.50/8043: 0.0007851123809814453, -1, -1, 0, 54, 99999, 0.0007851123809814453, 2.0, 0.0007851123809814453, 60.0, 0.0, 0.0007851123809814453, 0, 0, 0.0007851123809814453, 0.0007851123809814453, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2185: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488017167154948: 0.47536327917586946: 0.17487827457380725: 0.1748782745787739
127.0.0.1/5983-127.0.0.50/8043: 0.0001308917999267578, -1, -1, 0, 54, 99999, 0.0001308917999267578, 2.0, 0.0001308917999267578, 60.0, 0.0, 0.0001308917999267578, 0, 0, 0.0001308917999267578, 0.0001308917999267578, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2186: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488019878316474: 0.47536323953584: 0.17487828083801152: 0.1748782808429838
127.0.0.1/5984-127.0.0.50/8043: 0.0007734298706054688, -1, -1, 0, 54, 99999, 0.0007734298706054688, 2.0, 0.0007734298706054688, 60.0, 0.0, 0.0007734298706054688, 0, 0, 0.0007734298706054688, 0.0007734298706054688, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2187: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748801987831657: 0.4753632395358426: 0.1748782808380125: 0.1748782808429792
127.0.0.1/6111-127.0.0.50/8043: 0.0006237030029296875, -1, -1, 0, 54, 99999, 0.0006237030029296875, 2.0, 0.0006237030029296875, 60.0, 0.0, 0.0006237030029296875, 0, 0, 0.0006237030029296875, 0.0006237030029296875, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2188: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748801987831655: 0.475363239535842: 0.17487828083801227: 0.1748782808429803
127.0.0.7/443-127.0.0.5/7472: 0.00034236907958984375, -1, -1, 0, 48, 99999, 0.00034236907958984375, 2.0, 0.00034236907958984375, 421.0, 0.0, 0.00034236907958984375, 0, 0, 0.00034236907958984375, 0.00034236907958984375, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 842, 0, 2.0, 0.0, 0, 0, 0, 2, 788, 2, 367.0, 0, -1, 1, -1, -1: 2189: 1674497280.7, 1674497281.7: 0: 0: 0: 0: 0: 0: 0.4753668698708264: 0.1748777071421679: 0.17487770714216766: 0.17487771584483816
127.0.0.1/65-127.0.0.50/8011: 0.0005621910095214844, -1, -1, 0, 54, 99999, 0.0005621910095214844, 2.0, 0.0005621910095214844, 77.0, 0.0, 0.0005621910095214844, 0, 0, 0.0005621910095214844, 0.0005621910095214844, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2190: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488918643912757: 0.4753500988412971: 0.17488035735796395: 0.1748803573616115
127.0.0.1/9438-127.0.0.50/8011: 0.0005147457122802734, -1, -1, 0, 54, 99999, 0.0005147457122802734, 2.0, 0.0005147457122802734, 77.0, 0.0, 0.0005147457122802734, 0, 0, 0.0005147457122802734, 0.0005147457122802734, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2191: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748891864391275: 0.47535009884129686: 0.17488035735796387: 0.17488035736161175
127.0.0.1/67-127.0.0.50/8011: 0.0005290508270263672, -1, -1, 0, 54, 99999, 0.0005290508270263672, 2.0, 0.0005290508270263672, 77.0, 0.0, 0.0005290508270263672, 0, 0, 0.0005290508270263672, 0.0005290508270263672, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2192: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488917288285305: 0.4753501186613895: 0.17488035422605486: 0.17488035422970263
127.0.0.1/62-127.0.0.50/8011: 0.0005941390991210938, -1, -1, 0, 54, 99999, 0.0005941390991210938, 2.0, 0.0005941390991210938, 77.0, 0.0, 0.0005941390991210938, 0, 0, 0.0005941390991210938, 0.0005941390991210938, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2193: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488918643912757: 0.4753500988412971: 0.17488035735796395: 0.1748803573616113
127.0.0.1/64-127.0.0.50/8011: 0.0004334449768066406, -1, -1, 0, 54, 99999, 0.0004334449768066406, 2.0, 0.0004334449768066406, 77.0, 0.0, 0.0004334449768066406, 0, 0, 0.0004334449768066406, 0.0004334449768066406, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2194: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748891999954026: 0.47535007902120396: 0.17488036048987252: 0.1748803604935209
127.0.0.1/61-127.0.0.50/8011: 0.0004966259002685547, -1, -1, 0, 54, 99999, 0.0004966259002685547, 2.0, 0.0004966259002685547, 77.0, 0.0, 0.0004966259002685547, 0, 0, 0.0004966259002685547, 0.0004966259002685547, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2195: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488919999540264: 0.47535007902120413: 0.17488036048987257: 0.17488036049352057
127.0.0.1/63-127.0.0.50/8011: 0.0004649162292480469, -1, -1, 0, 54, 99999, 0.0004649162292480469, 2.0, 0.0004649162292480469, 77.0, 0.0, 0.0004649162292480469, 0, 0, 0.0004649162292480469, 0.0004649162292480469, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2196: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488919999540262: 0.4753500790212041: 0.17488036048987254: 0.17488036049352074
127.0.0.1/66-127.0.0.50/8011: 0.0003688335418701172, -1, -1, 0, 54, 99999, 0.0003688335418701172, 2.0, 0.0003688335418701172, 77.0, 0.0, 0.0003688335418701172, 0, 0, 0.0003688335418701172, 0.0003688335418701172, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2197: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748891999954025: 0.47535007902120374: 0.17488036048987243: 0.17488036049352126
127.0.0.1/9987-127.0.0.50/8011: 0.0003533363342285156, -1, -1, 0, 54, 99999, 0.0003533363342285156, 2.0, 0.0003533363342285156, 77.0, 0.0, 0.0003533363342285156, 0, 0, 0.0003533363342285156, 0.0003533363342285156, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2198: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.1748891999954025: 0.47535007902120374: 0.17488036048987243: 0.17488036049352138
127.0.0.1/2797-127.0.0.50/8011: 0.000335693359375, -1, -1, 0, 54, 99999, 0.000335693359375, 2.0, 0.000335693359375, 77.0, 0.0, 0.000335693359375, 0, 0, 0.000335693359375, 0.000335693359375, 77, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 154, 0, 2.0, 0.0, 0, 0, 0, 2, 77, 0, 0.0, 0, -1, 0, -1, -1: 2199: 1674497280.7, 1674497281.7: 1: 0: 0: 1: 0: 0: 0.17488919999540248: 0.47535007902120363: 0.1748803604898724: 0.17488036049352143
127.0.0.1/9020-127.0.0.2/9784: 0.026637554168701172, 0.0, 0.002208232879638672, 351, 459, 3.4809112548828125e-05, 0.0014781951904296875, 17.0, 3.4809112548828125e-05, 1166.4705882352941, 0.0, 0.0422210693359375, 0, 0, 0.0018513202667236328, 0.002208232879638672, 96, 13, 0.0, 0, 6, 0.0, 13.0, 66.0, 0.0, 19830, 0, 30.0, 0.0, 0, 858, 0, 17, 1454, 30, 479.08, 0.010107755661010742, 66, 5, 0.0, 66: 2200: 1674497280.8, 1674497281.8: 0: 0: 0: 0: 0: 0: 0.47536687892712437: 0.17487770571099967: 0.17487770571099967: 0.17487770965087623
127.0.0.1/6110-127.0.0.50/8043: 0.0001647472381591797, -1, -1, 0, 54, 99999, 0.0001647472381591797, 2.0, 0.0001647472381591797, 60.0, 0.0, 0.0001647472381591797, 0, 0, 0.0001647472381591797, 0.0001647472381591797, 60, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 120, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 0, 0.0, 0, -1, 0, -1, -1: 2201: 1674497280.8, 1674497281.8: 1: 0: 0: 1: 0: 0: 0.17488019878316477: 0.4753632395358401: 0.17487828083801155: 0.17487828084298354
