flow_info: forward_iat_total, backward_iat_std, backward_iat_max, total_fhlen, total_bhlen, backward_iat_min, forward_iat_min, fpkts_per_second, flow_iat_min, forward_packet_length_mean, forward_iat_std, flow_iat_total, flow_syn, flow_fin, forward_iat_max, flow_iat_max, forward_packet_length_min, total_backward_packets, flow_iat_mean, flow_ece, flow_protocol, flow_iat_std, bpkts_per_second, backward_packet_length_mean, backward_iat_mean, total_length_of_forward_packets, flow_cwr, flow_packets_per_second, forward_iat_mean, flow_urg, total_length_of_backward_packets, flow_rst, total_forward_packets, forward_packet_length_max, flow_ack, forward_packet_length_std, backward_iat_total, backward_packet_length_max, flow_psh, backward_packet_length_std, backward_packet_length_min: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.49/2887-127.0.0.1/6113: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 293: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/3905: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 294: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/1218: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 295: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/5056: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 296: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/264: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 297: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/5033: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 298: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/6839: 0.00032711029052734375, -1, -1, 0, 75, 99999, 0.00010895729064941406, 3.0, 0.00010895729064941406, 58.0, 0.0, 0.00032711029052734375, 3, 0, 0.0002181529998779297, 0.0002181529998779297, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 299: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.17487754666716318: 0.1748775472191952: 0.17487844880279335: 0.4753664573108483
127.0.0.49/2887-127.0.0.1/8180: 0.0003275871276855469, -1, -1, 0, 75, 99999, 0.00010895729064941406, 3.0, 0.00010895729064941406, 58.0, 0.0, 0.0003275871276855469, 3, 0, 0.0002186298370361328, 0.0002186298370361328, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 300: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.174877546666857: 0.17487754721889012: 0.17487844880423675: 0.4753664573100161
127.0.0.49/2887-127.0.0.1/4126: 0.0003266334533691406, -1, -1, 0, 75, 99999, 0.00010824203491210938, 3.0, 0.00010824203491210938, 58.0, 0.0, 0.0003266334533691406, 3, 0, 0.00021839141845703125, 0.00021839141845703125, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 301: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.17487754666716318: 0.1748775472191952: 0.17487844880279335: 0.4753664573108483
127.0.0.49/2887-127.0.0.1/1311: 0.00032448768615722656, -1, -1, 0, 75, 99999, 0.00010704994201660156, 3.0, 0.00010704994201660156, 58.0, 0.0, 0.00032448768615722656, 3, 0, 0.000217437744140625, 0.000217437744140625, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 302: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.1748775466671637: 0.1748775472191926: 0.1748784488027939: 0.4753664573108498
127.0.0.49/2887-127.0.0.1/1272: 0.00032258033752441406, -1, -1, 0, 75, 99999, 0.00010585784912109375, 3.0, 0.00010585784912109375, 58.0, 0.0, 0.00032258033752441406, 3, 0, 0.0002167224884033203, 0.0002167224884033203, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 303: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.17487754666685812: 0.1748775472188849: 0.17487844880423786: 0.4753664573100191
127.0.0.49/2887-127.0.0.1/6006: 0.00032448768615722656, -1, -1, 0, 75, 99999, 0.0001068115234375, 3.0, 0.0001068115234375, 58.0, 0.0, 0.00032448768615722656, 3, 0, 0.00021767616271972656, 0.00021767616271972656, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 304: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.17487754666701055: 0.17487754721904047: 0.17487844880351552: 0.4753664573104334
127.0.0.49/2887-127.0.0.1/3211: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 305: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/8086: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 306: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/5054: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 307: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/5910: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 308: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.47/6394-127.0.0.48/23: 0, 0.0, -1, 27, 27, 99999, 99999, 1.0, 1.5497207641601562e-05, 66.0, 0.0, 1.5497207641601562e-05, 0, 0, -1, 1.5497207641601562e-05, 66, 1, 0.0, 0, 6, 0.0, 1.0, 68.0, 0.0, 66, 0, 2.0, 0.0, 0, 68, 0, 1, 66, 2, 0.0, 0, 68, 1, 0.0, 68: 309: 1674496862.3, 1674496863.3: 0: 0: 0: 0: 0: 0: 0.47415985130830735: 0.17509959555263538: 0.17567266867246362: 0.1750678844665937
127.0.0.7/443-127.0.0.8/1846: 0, 0.0, -1, 24, 24, 99999, 99999, 1.0, 0.0003399848937988281, 54.0, 0.0, 0.0003399848937988281, 0, 1, -1, 0.0003399848937988281, 54, 1, 0.0, 0, 6, 0.0, 1.0, 54.0, 0.0, 54, 0, 2.0, 0.0, 0, 54, 0, 1, 54, 2, 0.0, 0, 54, 0, 0.0, 54: 310: 1674496862.3, 1674496863.3: 0: 0: 0: 0: 0: 0: 0.47536680819348043: 0.17487775782403392: 0.17487771707957137: 0.17487771690291426
127.0.0.9/443-127.0.0.4/605: 1.5497207641601562e-05, -1, -1, 0, 54, 99999, 1.5497207641601562e-05, 2.0, 1.5497207641601562e-05, 276.0, 0.0, 1.5497207641601562e-05, 0, 0, 1.5497207641601562e-05, 1.5497207641601562e-05, 141, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 552, 0, 2.0, 0.0, 0, 0, 0, 2, 411, 0, 135.0, 0, -1, 0, -1, -1: 311: 1674496862.3, 1674496863.3: 0: 0: 0: 0: 0: 0: 0.4753668751177716: 0.17487771224624937: 0.17487770631299224: 0.1748777063229869
127.0.0.1/9020-127.0.0.2/9784: 108.85993885993958, 0.36, 0.9044034481048584, 3132, 6723, 1.5497207641601562e-05, 1.9073486328125e-05, 249.0, 1.9073486328125e-05, 998.1686746987951, 0.36, 173.2668023109436, 0, 0, 0.9045889377593994, 0.904747724533081, 96, 116, 0.47, 0, 6, 0.36, 116.0, 66.0, 0.55, 248544, 0, 365.0, 0.44, 0, 7656, 0, 249, 1458, 365, 616.52, 64.3669273853302, 66, 95, 0.0, 66: 312: 1674496862.3, 1674496863.3: 0: 0: 0: 0: 0: 0: 0.47536688641865943: 0.17487770452711138: 0.17487770452711782: 0.17487770452711138
127.0.0.3/80-127.0.0.4/3167: 0.005815982818603516, -1, -1, 0, 432, 99999, 1.9073486328125e-05, 16.0, 1.9073486328125e-05, 1232.625, 0.0, 0.005815982818603516, 0, 1, 0.0009365081787109375, 0.0009365081787109375, 66, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 19722, 0, 16.0, 0.0, 0, 0, 0, 16, 1514, 16, 517.67, 0, -1, 3, -1, -1: 313: 1674496862.3, 1674496863.3: 0: 0: 0: 0: 0: 0: 0.4753668864174878: 0.17487770452729653: 0.17487770452729653: 0.17487770452791912
127.0.0.8/5753-127.0.0.1/23: 0.6638755798339844, -1, -1, 0, 96, 99999, 0.22088336944580078, 4.0, 0.22088336944580078, 56.75, 0.1, 0.6638755798339844, 0, 0, 0.22196531295776367, 0.22196531295776367, 54, 0, 0.17, 0, 6, 0.1, 0.0, 0, -1, 227, 0, 4.0, 0.17, 0, 0, 0, 4, 60, 4, 2.77, 0, -1, 2, -1, -1: 314: 1674496862.3, 1674496863.3: 0: 1: 0: 0: 0: 0: 0.13714868269119274: 0.3528965535258407: 0.37280609970829454: 0.1371486640746719
127.0.0.49/2887-127.0.0.1/4444: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 315: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/1112: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 316: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/3: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 317: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/5555: 0.00012254714965820312, -1, -1, 0, 50, 99999, 0.00012254714965820312, 2.0, 0.00012254714965820312, 58.0, 0.0, 0.00012254714965820312, 2, 0, 0.00012254714965820312, 0.00012254714965820312, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 318: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.16131784693443063: 0.16131788866210842: 0.23885689247546044: 0.43850737192800043
127.0.0.49/2887-127.0.0.1/1036: 0.00032830238342285156, -1, -1, 0, 75, 99999, 0.00011014938354492188, 3.0, 0.00011014938354492188, 58.0, 0.0, 0.00032830238342285156, 3, 0, 0.0002181529998779297, 0.0002181529998779297, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 319: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.17487754666716318: 0.1748775472191952: 0.17487844880279335: 0.4753664573108483
127.0.0.49/2887-127.0.0.1/6839: 0.00010919570922851562, -1, -1, 0, 50, 99999, 0.00010919570922851562, 2.0, 0.00010919570922851562, 58.0, 0.0, 0.00010919570922851562, 2, 0, 0.00010919570922851562, 0.00010919570922851562, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 320: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.16131773899086926: 0.1613177807158507: 0.2388574017863009: 0.43850707850697906
127.0.0.49/2887-127.0.0.1/8180: 0.00010967254638671875, -1, -1, 0, 50, 99999, 0.00010967254638671875, 2.0, 0.00010967254638671875, 58.0, 0.0, 0.00010967254638671875, 2, 0, 0.00010967254638671875, 0.00010967254638671875, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 321: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.1613177481775789: 0.16131778990268192: 0.2388573584406943: 0.438507103479045
127.0.0.49/2887-127.0.0.1/4126: 0.00011014938354492188, -1, -1, 0, 50, 99999, 0.00011014938354492188, 2.0, 0.00011014938354492188, 58.0, 0.0, 0.00011014938354492188, 2, 0, 0.00011014938354492188, 0.00011014938354492188, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 322: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.16131776999603611: 0.16131781172126397: 0.23885725549493914: 0.43850716278776075
127.0.0.49/2887-127.0.0.1/1311: 0.00011038780212402344, -1, -1, 0, 50, 99999, 0.00011038780212402344, 2.0, 0.00011038780212402344, 58.0, 0.0, 0.00011038780212402344, 2, 0, 0.00011038780212402344, 0.00011038780212402344, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 323: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.1613177470292186: 0.16131778875444056: 0.23885736385886278: 0.4385071003574781
127.0.0.49/2887-127.0.0.1/1272: 0.00011086463928222656, -1, -1, 0, 50, 99999, 0.00011086463928222656, 2.0, 0.00011086463928222656, 58.0, 0.0, 0.00011086463928222656, 2, 0, 0.00011086463928222656, 0.00011086463928222656, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 324: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.16131776425431318: 0.1613178059796588: 0.23885728258588843: 0.4385071471801396
127.0.0.49/2887-127.0.0.1/6006: 0.00011086463928222656, -1, -1, 0, 50, 99999, 0.00011086463928222656, 2.0, 0.00011086463928222656, 58.0, 0.0, 0.00011086463928222656, 2, 0, 0.00011086463928222656, 0.00011086463928222656, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 325: 1674496862.3, 1674496863.3: 0: 0: 1: 0: 0: 0: 0.16131776425431318: 0.1613178059796588: 0.23885728258588843: 0.4385071471801396
127.0.0.1/9020-127.0.0.2/9784: 68.7056474685669, 0.29, 0.6820459365844727, 2619, 4833, 1.6450881958007812e-05, 3.170967102050781e-05, 179.0, 3.170967102050781e-05, 992.0111731843575, 0.28, 111.27825999259949, 0, 0, 0.681973934173584, 0.6821327209472656, 96, 97, 0.4, 0, 6, 0.29, 97.0, 66.0, 0.44, 177570, 0, 276.0, 0.38, 0, 6402, 0, 179, 1458, 276, 616.66, 42.564194440841675, 66, 70, 0.0, 66: 326: 1674496862.4, 1674496863.4: 0: 0: 0: 0: 0: 0: 0.4753668864161297: 0.17487770452751117: 0.174877704528848: 0.1748777045275112
127.0.0.49/2887-127.0.0.1/1069: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 327: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/5555: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 328: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/1036: 0.00010800361633300781, -1, -1, 0, 50, 99999, 0.00010800361633300781, 2.0, 0.00010800361633300781, 58.0, 0.0, 0.00010800361633300781, 2, 0, 0.00010800361633300781, 0.00010800361633300781, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 329: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.16131773210085368: 0.1613177738256362: 0.23885743429553521: 0.43850705977797494
127.0.0.49/2887-127.0.0.1/6839: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 330: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/8180: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 331: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/4126: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 332: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/1311: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 333: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/1272: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 334: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/6006: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 335: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.1/9020-127.0.0.2/9784: 68.70000314712524, 0.29, 0.6820294857025146, 2592, 4806, 1.5735626220703125e-05, 1.9788742065429688e-05, 178.0, 1.9788742065429688e-05, 989.4157303370787, 0.28, 111.26948475837708, 0, 0, 0.6819422245025635, 0.6821010112762451, 96, 96, 0.41, 0, 6, 0.28, 96.0, 66.0, 0.44, 176116, 0, 274.0, 0.39, 0, 6336, 0, 178, 1458, 274, 617.41, 42.562615156173706, 66, 70, 0.0, 66: 336: 1674496862.4, 1674496863.4: 0: 0: 0: 0: 0: 0: 0.475366886416183: 0.17487770452750276: 0.17487770452881152: 0.1748777045275028
127.0.0.8/5753-127.0.0.1/23: 0.00093841552734375, -1, -1, 0, 48, 99999, 0.00093841552734375, 2.0, 0.00093841552734375, 57.0, 0.0, 0.00093841552734375, 0, 0, 0.00093841552734375, 0.00093841552734375, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 114, 0, 2.0, 0.0, 0, 0, 0, 2, 60, 2, 3.0, 0, -1, 1, -1, -1: 337: 1674496862.4, 1674496863.4: 0: 1: 0: 0: 0: 0: 0.17483026501723847: 0.17526717709166964: 0.4750979793350961: 0.17480457855599577
127.0.0.49/2887-127.0.0.1/4000: 0.0003066062927246094, -1, -1, 0, 50, 99999, 0.0003066062927246094, 2.0, 0.0003066062927246094, 58.0, 0.0, 0.0003066062927246094, 2, 0, 0.0003066062927246094, 0.0003066062927246094, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 338: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.16131912961264255: 0.1613191713769605: 0.2388508404015212: 0.43851085860887573
127.0.0.49/2887-127.0.0.1/2718: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 339: 1674496862.4, 1674496863.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.9/443-127.0.0.4/605: 0, -1, -1, 0, 27, 99999, 99999, 1.0, 99999, 141.0, 0.0, 0, 0, 0, -1, -1, 141, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 141, 0, 1.0, 0.0, 0, 0, 0, 1, 141, 0, 0.0, 0, -1, 0, -1, -1: 340: 1674496862.4, 1674496863.4: 0: 0: 0: 0: 0: 0: 0.345410574886941: 0.27841106168424185: 0.18808918171318215: 0.18808918171563502
127.0.0.1/9020-127.0.0.2/9784: 68.69650053977966, 0.29, 0.682013750076294, 2565, 4779, 5.0067901611328125e-05, 8.344650268554688e-05, 177.0, 6.747245788574219e-05, 986.7909604519774, 0.28, 111.26403069496155, 0, 0, 0.681922435760498, 0.6820812225341797, 96, 95, 0.41, 0, 6, 0.28, 95.0, 66.0, 0.45, 174662, 0, 272.0, 0.39, 0, 6270, 0, 177, 1458, 272, 618.16, 42.56112027168274, 66, 70, 0.0, 66: 341: 1674496862.4, 1674496863.4: 0: 0: 0: 0: 0: 0: 0.4753668864161136: 0.17487770452751367: 0.1748777045288589: 0.17487770452751375
127.0.0.8/5753-127.0.0.1/23: 0, -1, -1, 0, 24, 99999, 99999, 1.0, 99999, 54.0, 0.0, 0, 0, 0, -1, -1, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 54, 0, 1.0, 0.0, 0, 0, 0, 1, 54, 1, 0.0, 0, -1, 0, -1, -1: 342: 1674496862.4, 1674496863.4: 0: 1: 0: 0: 0: 0: 0.17485133033359726: 0.18107509803085686: 0.47014861597544993: 0.17392495566009597
