flow_info: forward_iat_total, backward_iat_std, backward_iat_max, total_fhlen, total_bhlen, backward_iat_min, forward_iat_min, fpkts_per_second, flow_iat_min, forward_packet_length_mean, forward_iat_std, flow_iat_total, flow_syn, flow_fin, forward_iat_max, flow_iat_max, forward_packet_length_min, total_backward_packets, flow_iat_mean, flow_ece, flow_protocol, flow_iat_std, bpkts_per_second, backward_packet_length_mean, backward_iat_mean, total_length_of_forward_packets, flow_cwr, flow_packets_per_second, forward_iat_mean, flow_urg, total_length_of_backward_packets, flow_rst, total_forward_packets, forward_packet_length_max, flow_ack, forward_packet_length_std, backward_iat_total, backward_packet_length_max, flow_psh, backward_packet_length_std, backward_packet_length_min: serial: start_time, end_time: attack_label: infection_label: reconnaissance_label: attack_labeled: infection_labeled: reconnaissance_labeled: benign_probability: attack_probability: infection_probability: reconnaissance_probability
127.0.0.3/80-127.0.0.4/3167: 0.03228282928466797, -1, -1, 0, 1242, 99999, 4.76837158203125e-05, 46.0, 4.76837158203125e-05, 1441.9130434782608, 0.0, 0.03228282928466797, 0, 0, 0.001155853271484375, 0.001155853271484375, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 66328, 0, 46.0, 0.0, 0, 0, 0, 46, 1514, 46, 171.48, 0, -1, 7, -1, -1: 21: 1674496861.3, 1674496862.3: 0: 0: 0: 0: 0: 0: 0.47536688641862945: 0.17487770452711615: 0.17487770452711615: 0.17487770452713838
127.0.0.1/9020-127.0.0.2/9784: 30.3568058013916, 0.06, 0.12047648429870605, 648, 9801, 1.52587890625e-05, 1.7642974853515625e-05, 363.0, 1.7642974853515625e-05, 1410.771349862259, 0.06, 34.100139141082764, 0, 0, 0.20675158500671387, 0.2070016860961914, 96, 24, 0.09, 0, 6, 0.06, 24.0, 66.0, 0.07, 512110, 0, 387.0, 0.08, 0, 1584, 0, 363, 1458, 387, 232.9, 1.6667284965515137, 66, 15, 0.0, 66: 22: 1674496861.3, 1674496862.3: 0: 0: 0: 0: 0: 0: 0.47536687942026856: 0.17487770563912408: 0.17487770878267064: 0.1748777061579367
127.0.0.3/80-127.0.0.4/3167: 0.030137062072753906, -1, -1, 0, 1215, 99999, 0.00024271011352539062, 45.0, 0.00024271011352539062, 1440.3111111111111, 0.0, 0.030137062072753906, 0, 0, 0.0011081695556640625, 0.0011081695556640625, 1018, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 64814, 0, 45.0, 0.0, 0, 0, 0, 45, 1514, 45, 173.03, 0, -1, 7, -1, -1: 23: 1674496861.3, 1674496862.3: 0: 0: 0: 0: 0: 0: 0.47536688641863317: 0.17487770452711554: 0.17487770452711554: 0.1748777045271358
127.0.0.1/9020-127.0.0.2/9784: 68.23316693305969, 0.18, 0.41907835006713867, 1269, 11799, 2.09808349609375e-05, 1.5974044799804688e-05, 437.0, 1.5974044799804688e-05, 1344.4897025171624, 0.17, 84.00350165367126, 0, 0, 0.5070490837097168, 0.5070490837097168, 96, 47, 0.17, 0, 6, 0.18, 47.0, 66.0, 0.25, 587542, 0, 484.0, 0.16, 0, 3102, 0, 437, 1458, 484, 361.42, 11.703762292861938, 66, 41, 0.0, 66: 24: 1674496861.4, 1674496862.4: 0: 0: 0: 0: 0: 0: 0.4753668862818756: 0.17487770454872734: 0.17487770462066085: 0.1748777045487362
127.0.0.3/80-127.0.0.4/3167: 6.5500874519348145, -1, -1, 0, 1782, 99999, 1.811981201171875e-05, 66.0, 1.811981201171875e-05, 1385.6666666666667, 0.14, 6.5500874519348145, 0, 1, 0.29754090309143066, 0.29754090309143066, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 91454, 0, 66.0, 0.1, 0, 0, 0, 66, 1514, 66, 323.98, 0, -1, 11, -1, -1: 25: 1674496861.4, 1674496862.4: 0: 0: 0: 0: 0: 0: 0.4753668836544623: 0.1748777049639378: 0.1748777049639378: 0.17487770641766204
127.0.0.8/5752-127.0.0.1/23: 0, -1, -1, 0, 24, 99999, 99999, 1.0, 99999, 54.0, 0.0, 0, 0, 0, -1, -1, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 54, 0, 1.0, 0.0, 0, 0, 0, 1, 54, 1, 0.0, 0, -1, 0, -1, -1: 26: 1674496861.4, 1674496862.4: 0: 1: 0: 0: 0: 0: 0.17485133033359726: 0.18107509803085686: 0.47014861597544993: 0.17392495566009597
127.0.0.8/5753-127.0.0.1/23: 0.0070683956146240234, -1, -1, 0, 216, 99999, 5.555152893066406e-05, 9.0, 5.555152893066406e-05, 57.111111111111114, 0.0, 0.0070683956146240234, 0, 0, 0.001851797103881836, 0.001851797103881836, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 514, 0, 9.0, 0.0, 0, 0, 0, 9, 61, 9, 2.85, 0, -1, 5, -1, -1: 27: 1674496861.4, 1674496862.4: 0: 1: 0: 0: 0: 0: 0.17449208704248884: 0.1768556756553842: 0.47418458109237865: 0.17446765620974847
127.0.0.5/5353-127.0.0.6/5353: 8.440017700195312e-05, -1, -1, 0, 81, 99999, 1.7404556274414062e-05, 3.0, 1.7404556274414062e-05, 119.0, 0.0, 8.440017700195312e-05, 0, 0, 6.699562072753906e-05, 6.699562072753906e-05, 119, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 357, 0, 3.0, 0.0, 0, 0, 0, 3, 119, 0, 0.0, 0, -1, 0, -1, -1: 28: 1674496861.4, 1674496862.4: 0: 0: 0: 0: 0: 0: 0.17816361574659034: 0.4705889701859426: 0.17562370703221628: 0.17562370703525082
127.0.0.49/2887-127.0.0.1/554: 0, -1, -1, 0, 24, 99999, 99999, 1.0, 99999, 54.0, 0.0, 0, 0, 0, -1, -1, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 54, 0, 1.0, 0.0, 0, 0, 1, 1, 54, 0, 0.0, 0, -1, 0, -1, -1: 29: 1674496861.4, 1674496862.4: 0: 0: 1: 0: 0: 0: 0.1748310326427772: 0.17483124360781793: 0.1750984405907481: 0.4752392831586567
127.0.0.49/2887-127.0.0.1/25: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 30: 1674496861.4, 1674496862.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.49/2887-127.0.0.1/0: 0, -1, -1, 0, 25, 99999, 99999, 1.0, 99999, 58.0, 0.0, 0, 1, 0, -1, -1, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 58, 0, 1.0, 0.0, 0, 0, 0, 1, 58, 0, 0.0, 0, -1, 0, -1, -1: 31: 1674496861.4, 1674496862.4: 0: 0: 1: 0: 0: 0: 0.13546036340594206: 0.13553795087240847: 0.36078255493068856: 0.36821913079096097
127.0.0.1/9020-127.0.0.2/9784: 68.22620224952698, 0.18, 0.41905736923217773, 1242, 11772, 1.7642974853515625e-05, 1.8358230590820312e-05, 436.0, 1.8358230590820312e-05, 1344.2385321100917, 0.17, 83.90927934646606, 0, 0, 0.507033109664917, 0.507033109664917, 96, 46, 0.17, 0, 6, 0.18, 46.0, 66.0, 0.25, 586088, 0, 482.0, 0.16, 0, 3036, 0, 436, 1458, 482, 361.8, 11.702797174453735, 66, 41, 0.0, 66: 32: 1674496861.5, 1674496862.5: 0: 0: 0: 0: 0: 0: 0.47536688627500295: 0.17487770454981344: 0.1748777046253606: 0.17487770454982302
127.0.0.3/80-127.0.0.4/3167: 6.548909664154053, -1, -1, 0, 1755, 99999, 1.7881393432617188e-05, 65.0, 1.7881393432617188e-05, 1383.6923076923076, 0.14, 6.548909664154053, 0, 1, 0.29752278327941895, 0.29752278327941895, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 89940, 0, 65.0, 0.1, 0, 0, 0, 65, 1514, 65, 326.07, 0, -1, 11, -1, -1: 33: 1674496861.5, 1674496862.5: 0: 0: 0: 0: 0: 0: 0.4753668838738474: 0.17487770492926838: 0.17487770492926838: 0.17487770626761584
127.0.0.5/5353-127.0.0.6/5353: 4.9591064453125e-05, -1, -1, 0, 54, 99999, 4.9591064453125e-05, 2.0, 4.9591064453125e-05, 119.0, 0.0, 4.9591064453125e-05, 0, 0, 4.9591064453125e-05, 4.9591064453125e-05, 119, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 238, 0, 2.0, 0.0, 0, 0, 0, 2, 119, 0, 0.0, 0, -1, 0, -1, -1: 34: 1674496861.5, 1674496862.5: 0: 0: 0: 0: 0: 0: 0.17827187095155783: 0.4704324537695765: 0.17564783763809036: 0.17564783764077524
127.0.0.1/9020-127.0.0.2/9784: 68.21821641921997, 0.17, 0.4190397262573242, 1215, 11745, 1.5497207641601562e-05, 1.7881393432617188e-05, 435.0, 1.7881393432617188e-05, 1343.9862068965517, 0.17, 83.81393957138062, 0, 0, 0.5070147514343262, 0.5070147514343262, 96, 45, 0.17, 0, 6, 0.18, 45.0, 66.0, 0.26, 584634, 0, 480.0, 0.16, 0, 2970, 0, 435, 1458, 480, 362.17, 11.702003240585327, 66, 41, 0.0, 66: 35: 1674496861.5, 1674496862.5: 0: 0: 0: 0: 0: 0: 0.4753668862674297: 0.17487770455101023: 0.17487770463053956: 0.1748777045510205
127.0.0.3/80-127.0.0.4/3167: 6.547765254974365, -1, -1, 0, 1728, 99999, 1.5735626220703125e-05, 64.0, 1.5735626220703125e-05, 1381.65625, 0.14, 6.547765254974365, 0, 1, 0.29750490188598633, 0.29750490188598633, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 88426, 0, 64.0, 0.1, 0, 0, 0, 64, 1514, 64, 328.2, 0, -1, 11, -1, -1: 36: 1674496861.5, 1674496862.5: 0: 0: 0: 0: 0: 0: 0.4753668840773443: 0.17487770489710974: 0.17487770489710974: 0.17487770612843628
127.0.0.8/5753-127.0.0.1/23: 0.006623983383178711, -1, -1, 0, 192, 99999, 0.0002727508544921875, 8.0, 0.0002727508544921875, 56.875, 0.0, 0.006623983383178711, 0, 0, 0.0017962455749511719, 0.0017962455749511719, 54, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 455, 0, 8.0, 0.0, 0, 0, 0, 8, 61, 8, 2.93, 0, -1, 4, -1, -1: 37: 1674496861.5, 1674496862.5: 0: 1: 0: 0: 0: 0: 0.17458428589810993: 0.17642435130377995: 0.47443211955718695: 0.17455924324092315
127.0.0.5/5353-127.0.0.6/5353: 0, -1, -1, 0, 27, 99999, 99999, 1.0, 99999, 119.0, 0.0, 0, 0, 0, -1, -1, 119, 0, 0.0, 0, 17, 0.0, 0.0, 0, -1, 119, 0, 1.0, 0.0, 0, 0, 0, 1, 119, 0, 0.0, 0, -1, 0, -1, -1: 38: 1674496861.5, 1674496862.5: 0: 0: 0: 0: 0: 0: 0.21669461649854646: 0.4181528335772878: 0.18257627496062412: 0.18257627496354156
127.0.0.1/9020-127.0.0.2/9784: 99.45998930931091, 0.23, 0.6834568977355957, 1836, 12852, 1.4781951904296875e-05, 1.8358230590820312e-05, 476.0, 1.8358230590820312e-05, 1301.7100840336134, 0.23, 132.76468992233276, 0, 0, 0.7699472904205322, 0.7699816226959229, 96, 68, 0.24, 0, 6, 0.25, 68.0, 66.0, 0.4, 619614, 0, 544.0, 0.21, 0, 4488, 0, 476, 1458, 544, 418.74, 27.421019315719604, 66, 60, 0.0, 66: 39: 1674496861.7, 1674496862.7: 0: 0: 0: 0: 0: 0: 0.47536688641789326: 0.17487770452723245: 0.17487770452764184: 0.17487770452723245
127.0.0.3/80-127.0.0.4/3167: 6.546773910522461, -1, -1, 0, 1701, 99999, 1.5974044799804688e-05, 63.0, 1.5974044799804688e-05, 1379.5555555555557, 0.14, 6.546773910522461, 0, 1, 0.2974891662597656, 0.2974891662597656, 66, 0, 0.1, 0, 6, 0.14, 0.0, 0, -1, 86912, 0, 63.0, 0.1, 0, 0, 0, 63, 1514, 63, 330.36, 0, -1, 11, -1, -1: 40: 1674496861.7, 1674496862.7: 0: 0: 0: 0: 0: 0: 0.47536688426572665: 0.1748777048673396: 0.1748777048673396: 0.174877705999594
127.0.0.8/5753-127.0.0.1/23: 0.6731607913970947, -1, -1, 0, 240, 99999, 0.0001723766326904297, 10.0, 0.0001723766326904297, 56.9, 0.1, 0.6731607913970947, 0, 0, 0.22348880767822266, 0.22348880767822266, 54, 0, 0.07, 0, 6, 0.1, 0.0, 0, -1, 569, 0, 10.0, 0.07, 0, 0, 0, 10, 61, 10, 2.95, 0, -1, 5, -1, -1: 41: 1674496861.7, 1674496862.7: 0: 1: 0: 0: 0: 0: 0.14756118490696607: 0.30377220946027994: 0.401105921327695: 0.1475606843050589
127.0.0.49/2887-127.0.0.1/2106: 2.9802322387695312e-05, -1, -1, 0, 50, 99999, 2.9802322387695312e-05, 2.0, 2.9802322387695312e-05, 58.0, 0.0, 2.9802322387695312e-05, 2, 0, 2.9802322387695312e-05, 2.9802322387695312e-05, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 116, 0, 2.0, 0.0, 0, 0, 0, 2, 58, 0, 0.0, 0, -1, 0, -1, -1: 42: 1674496861.7, 1674496862.7: 0: 0: 1: 0: 0: 0: 0.1613172038644546: 0.1613172455737044: 0.2388599266792706: 0.43850562388257025
127.0.0.49/2887-127.0.0.1/1111: 0.013143062591552734, -1, -1, 0, 100, 99999, 0.0003800392150878906, 4.0, 0.0003800392150878906, 58.0, 0.01, 0.013143062591552734, 4, 0, 0.012009143829345703, 0.012009143829345703, 58, 0, 0.0, 0, 6, 0.01, 0.0, 0, -1, 232, 0, 4.0, 0.0, 0, 0, 0, 4, 58, 0, 0.0, 0, -1, 0, -1, -1: 43: 1674496861.7, 1674496862.7: 0: 0: 1: 0: 0: 0: 0.17487770452550822: 0.1748777045333968: 0.17487770452677584: 0.47536688641431907
127.0.0.49/2887-127.0.0.1/4242: 0.001135110855102539, -1, -1, 0, 75, 99999, 0.0003809928894042969, 3.0, 0.0003809928894042969, 58.0, 0.0, 0.001135110855102539, 3, 0, 0.0007541179656982422, 0.0007541179656982422, 58, 0, 0.0, 0, 6, 0.0, 0.0, 0, -1, 174, 0, 3.0, 0.0, 0, 0, 0, 3, 58, 0, 0.0, 0, -1, 0, -1, -1: 44: 1674496861.7, 1674496862.7: 0: 0: 1: 0: 0: 0: 0.17487754674994296: 0.1748775473033835: 0.1748784484108063: 0.47536645753586715
